sentence,label,idx,global_idx
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",0,9688,1009688
"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",2,10461,1010461
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",1,3967,1003967
Basware finances the acquisition with a bank loan .,1,4160,1004160
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,2,2742,1002742
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",2,5439,1005439
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,1,6842,1006842
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",1,13659,1013659
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",2,252,1000252
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,2,7648,1007648
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,2,2893,1002893
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,1,12330,1012330
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",1,4844,1004844
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0,9887,1009887
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,1,13412,1013412
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,1,13908,1013908
- Tikkurila inspires you to color your life .,1,11053,1011053
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,1,14074,1014074
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1,5277,1005277
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,1,8882,1008882
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",2,871,1000871
"The important thing now is to keep the bank 's existing 15,000 customers .",1,3200,1003200
Merging the two free sheets will clarify the market situation .,1,11219,1011219
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0,2250,1002250
"More than 50,000 tonnes of asphalt mix will be used in the contract .",1,8302,1008302
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,0,13988,1013988
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",1,13029,1013029
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1,7918,1007918
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0,14345,1014345
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",0,10609,1010609
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",1,3078,1003078
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0,2169,1002169
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,1,5778,1005778
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,2,6541,1006541
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",2,10336,1010336
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,1,14212,1014212
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",1,14459,1014459
This transaction will also rationalize our pulp and paper industry related solutions .,2,9282,1009282
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",2,2923,1002923
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,1,13206,1013206
"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",1,11841,1011841
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,1,3492,1003492
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,2606,1002606
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1,556,1000556
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,0,9568,1009568
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",1,618,1000618
Cision says the sale will return its U.K. operation to profitability .,2,10762,1010762
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2,10873,1010873
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,1,8722,1008722
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,2,3690,1003690
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",0,2258,1002258
"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",2,10469,1010469
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",1,8284,1008284
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",0,2748,1002748
"Secure your files online Like filling out a tax return , making a backup is boring .",1,5211,1005211
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",2,12228,1012228
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,1,13185,1013185
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",1,6719,1006719
